    \textsc{MdTrie}
1144305	12226081
1171225	16289234
1222473	4292609
1236605	4630007
1259516	5783406
1286931	5027937
1294495	4846413
1304148	20125276
1319207	81186669
1357948	5012452
1360674	38783262
1380580	6409767
1397110	5845198
1400025	6433926
1406138	11517204
1423862	5213317
1430846	20112330
1498245	6032514
1503256	45778970
1510655	5574575
1514972	9151664
1549633	5651245
1607040	6102262
1608208	6132564
1664490	6511802
1682755	7447309
1682809	6895636
1691624	7229589
1751851	23317968
1795761	7995898
1801056	6529683
1807813	6577263
1829967	7490651
1847173	7676976
1873707	7079524
1891140	6346169
1945633	8419743
1946592	7391705
1990516	6214533
2151947	8856743
2194307	7970825
2209306	9520191
2229400	10723908
2265225	36575045
2311733	10251368
2327677	8713330
2331726	9066834
2338563	10280048
2343707	8671164
2449278	9305959
2456087	10558528
2457777	9278475
2553337	11307114
2677944	10480027
2759713	10083425
2816341	12169084
2837557	12074439
2845869	9359229
2850608	10631296
2970082	10971268
2970088	11050762
3017397	11014582
3140770	18076463
3172838	10283148
3295610	11998298
3455917	12536999
3482093	13015223
3778876	14546577
3827087	22285559
3880138	16322783
3892258	13248656
4018703	14961249
4146885	19007263
4199383	15526146
4268675	15223604
4288098	15951710
4296013	15480834
4748993	17403842
4763212	17704978
4791676	17577732
5126574	18926877
5219180	17190241
5270037	25603478
5854214	19734971
6245615	21315514
6262963	22632930
6366739	23748651
6369092	23600151
6443462	20473926
6517257	23700195
6809016	22748924
7222311	25835886
7311334	30492913
7493445	32517112
7919364	30599769
8152282	26375112
8336722	27222737
8391118	83317120
8517734	26295055
8781482	34423194
9238973	34463872
9259070	34795141
9503777	32302305
9532295	29516453
9979372	36554355
10143910	31257631
10438532	37296084
11349600	41882730
11481134	46460385
11894867	36498385
15648011	61221984
15783926	55781390
15851139	50993976
17014775	62062734
17104142	55358730
18364270	55792143
18484257	56733885
18668698	69209364
18734272	62777538
18971128	58814262
20215351	63615378
21223909	76599548
21446819	70890860
21446819	70848203
21937199	78514920
22262595	74995072
22872623	73558506
23530770	78544393
27375685	84897422
29600897	92809842
30292040	95340729
31649927	1.05E+08
31956728	99645895
36812312	1.16E+08
37647129	1.19E+08
39813700	1.27E+08
45447597	1.50E+08
47409780	1.58E+08
48433168	1.57E+08
51712942	1.66E+08
55165124	1.79E+08
